feature_1,feature_2,paired_observations,pearson_correlation,abs_pearson_correlation
turkey_ppi_electrical_equipment_index,europe_ev_stock_units,132,0.9752409689979104,0.9752409689979104
icsg_refined_production_ton,global_ev_sales_units,84,0.9751667610157274,0.9751667610157274
turkey_ppi_metal_ores_index,rest_of_world_ev_stock_units,132,0.9751507720853085,0.9751507720853085
global_ev_sales_share_percent,usa_ev_stock_units,132,0.9751061195994518,0.9751061195994518
turkey_eur_try_monthly_average,icsg_refined_usage_ton,92,0.9749865374477061,0.9749865374477061
turkey_ppi_wire_cable_index,world_copper_refinery_production_ton,96,0.9749495053699957,0.9749495053699957
europe_ev_stock_units,usa_ev_sales_units,132,0.9749172105648022,0.9749172105648022
india_nifty50,global_ev_sales_share_percent,132,0.9748149176288425,0.9748149176288425
icsg_refined_usage_ton,chile_copper_fuel_consumption_tj,72,0.9746663808862752,0.9746663808862752
turkey_cpi_index,turkey_ppi_nonferrous_metal_ores_index,140,0.9746276469507923,0.9746276469507923
turkey_ppi_electrical_equipment_index,world_copper_refinery_production_ton,96,0.9745371952837023,0.9745371952837023
icsg_mine_production_ton,chile_copper_total_energy_consumption_tj,72,0.9744913572092164,0.9744913572092164
chile_sulfuric_acid_import_ton,peru_mining_employment,60,0.974302674965269,0.974302674965269
turkey_ppi_basic_metals_index,rest_of_world_ev_sales_units,132,0.9742255803061861,0.9742255803061861
euro_area_hicp,turkey_usd_try_monthly_average,139,0.9740521411442854,0.9740521411442854
turkey_ppi_household_appliances_index,world_copper_refinery_production_ton,96,0.9739555617138054,0.9739555617138054
turkey_cpi_index,turkey_ppi_basic_metals_index,140,0.9736218173109776,0.9736218173109776
gold_usd_per_troy_ounce,hong_kong_hang_seng_zijin_mining,139,0.9735931898571165,0.9735931898571165
turkey_ppi_electrical_equipment_index,turkey_ppi_nonferrous_metals_index,140,0.9735359492897605,0.9735359492897605
india_nifty50,global_ev_sales_units,132,0.9735341625895759,0.9735341625895759
global_ev_sales_share_percent,global_solar_capacity_mw,132,0.9733183155924992,0.9733183155924992
turkey_ppi_basic_metals_index,icsg_refined_production_ton,92,0.9733026473648676,0.9733026473648676
turkey_eur_try_monthly_average,world_copper_refinery_production_ton,96,0.9731561367740567,0.9731561367740567
canada_tsx_composite,japan_nikkei225,140,0.9731174489305477,0.9731174489305477
turkey_ppi_nonferrous_metals_index,global_ev_stock_units,132,0.9730674516185656,0.9730674516185656
turkey_ppi_motor_vehicles_index,world_copper_refinery_production_ton,96,0.973046614661062,0.973046614661062
world_copper_mine_production_ton,global_wind_capacity_mw,120,0.972977923436078,0.972977923436078
turkey_domestic_ppi_index,world_copper_refinery_production_ton,96,0.9728522048849303,0.9728522048849303
turkey_ppi_basic_metals_index,usa_ev_sales_units,132,0.9728055478332003,0.9728055478332003
turkey_usd_try_monthly_average,world_copper_refinery_production_ton,96,0.9728016813783813,0.9728016813783813
japan_ppi,turkey_usd_try_monthly_average,139,0.9727417939327992,0.9727417939327992
turkey_ppi_basic_metals_index,world_copper_mine_production_ton,120,0.9727393768544741,0.9727393768544741
shfe_pre_settlement_cny_per_ton,euro_area_copper_production_ppi,126,0.9726300511495615,0.9726300511495615
turkey_cpi_index,icsg_refined_production_ton,92,0.9724539872625143,0.9724539872625143
shfe_settlement_cny_per_ton,euro_area_copper_production_ppi,126,0.9723721116811147,0.9723721116811147
japan_ppi,europe_ev_stock_units,132,0.9723641306143918,0.9723641306143918
shfe_close_cny_per_ton,euro_area_copper_production_ppi,126,0.972271998237814,0.972271998237814
turkey_cpi_index,global_solar_capacity_mw,132,0.9722415442434907,0.9722415442434907
japan_nikkei225,uk_ftse100_antofagasta,140,0.9721133308085484,0.9721133308085484
europe_ev_stock_units,rest_of_world_ev_stock_units,132,0.9720990757139394,0.9720990757139394
australia_asx200,usa_sp500,140,0.9720986351441362,0.9720986351441362
global_ev_sales_share_percent,global_ev_stock_units,132,0.9720851895870787,0.9720851895870787
turkey_ppi_motor_vehicles_index,global_ev_sales_units,132,0.9720687876184138,0.9720687876184138
turkey_ppi_basic_metals_index,global_renewable_capacity_mw,132,0.9720018511715841,0.9720018511715841
global_wind_capacity_mw,usa_ev_stock_units,132,0.9719166746667851,0.9719166746667851
icsg_refined_usage_ton,global_ev_sales_share_percent,84,0.9719102770049406,0.9719102770049406
turkey_ppi_metal_ores_index,china_ev_stock_units,132,0.9718494264028267,0.9718494264028267
turkey_ppi_motor_vehicles_index,europe_ev_stock_units,132,0.9717177898006403,0.9717177898006403
global_renewable_capacity_mw,rest_of_world_ev_sales_units,132,0.9717026457791657,0.9717026457791657
turkey_ppi_household_appliances_index,global_ev_sales_units,132,0.9716323601935457,0.9716323601935457
turkey_usd_try_monthly_average,global_renewable_capacity_mw,132,0.9713752670585675,0.9713752670585675
india_nifty50,global_renewable_capacity_mw,132,0.9712814246664057,0.9712814246664057
us_ppi,euro_area_ppi,138,0.9711990610599041,0.9711990610599041
india_nifty50,global_wind_capacity_mw,132,0.9710621244941059,0.9710621244941059
turkey_ppi_metal_ores_index,rest_of_world_ev_sales_units,132,0.9709614761283462,0.9709614761283462
turkey_eur_try_monthly_average,global_renewable_capacity_mw,132,0.9709417863501438,0.9709417863501438
us_cpi_index,china_ev_sales_units,131,0.9709392106505331,0.9709392106505331
australia_asx200_bhp,australia_asx200_rio_tinto,140,0.970916036611261,0.970916036611261
usd_cdf,chile_copper_total_energy_consumption_tj,120,0.9708879569705303,0.9708879569705303
turkey_ppi_household_appliances_index,turkey_ppi_nonferrous_metals_index,140,0.9708713372798012,0.9708713372798012
gold_usd_per_troy_ounce,turkey_ppi_nonferrous_metals_index,139,0.9708311419155268,0.9708311419155268
global_renewable_capacity_mw,rest_of_world_ev_stock_units,132,0.9707804792552006,0.9707804792552006
japan_10y_yield,turkey_ppi_metal_ores_index,138,0.9707646159515594,0.9707646159515594
canada_tsx_composite,hong_kong_hang_seng_zijin_mining,140,0.970713376114691,0.970713376114691
europe_ev_sales_units,europe_ev_stock_units,132,0.9706449818625078,0.9706449818625078
india_nifty50,europe_ev_stock_units,132,0.9706274608731376,0.9706274608731376
turkey_ppi_household_appliances_index,europe_ev_stock_units,132,0.9705884691179296,0.9705884691179296
hong_kong_hang_seng_zijin_mining,usa_sp500_southern_copper,140,0.9705176852556356,0.9705176852556356
euro_area_copper_production_ppi,usa_sp500_freeport_mcmoran,138,0.9702008051065554,0.9702008051065554
japan_10y_yield,turkey_ppi_nonferrous_metal_ores_index,138,0.9701873491519714,0.9701873491519714
canada_tsx_composite_lundin_mining,uk_ftse100_antofagasta,140,0.9701866152450108,0.9701866152450108
japan_cpi,china_ev_sales_units,132,0.9700998790109346,0.9700998790109346
us_cpi_index,europe_ev_sales_units,131,0.9700882789766229,0.9700882789766229
turkey_domestic_ppi_index,turkey_ppi_nonferrous_metals_index,140,0.9700116915347599,0.9700116915347599
global_ev_sales_units,rest_of_world_ev_stock_units,132,0.9699632504451258,0.9699632504451258
japan_ppi,turkey_domestic_ppi_index,139,0.9699426936770633,0.9699426936770633
icsg_mine_production_ton,global_wind_capacity_mw,84,0.9698325620500391,0.9698325620500391
turkey_ppi_wire_cable_index,icsg_refined_usage_ton,92,0.9698178926875863,0.9698178926875863
chile_copper_fuel_consumption_tj,usa_ev_stock_units,120,0.9696804640196338,0.9696804640196338
japan_10y_yield,turkey_ppi_nonferrous_metals_index,138,0.9695254582143338,0.9695254582143338
world_copper_refinery_production_ton,chile_copper_fuel_consumption_tj,84,0.9693550489373431,0.9693550489373431
turkey_ppi_electrical_equipment_index,turkey_ppi_metal_ores_index,140,0.9693432764360679,0.9693432764360679
canada_tsx_composite,usa_sp500,140,0.969269630794654,0.969269630794654
turkey_ppi_nonferrous_metals_index,canada_tsx_composite,140,0.9692526717381498,0.9692526717381498
us_cpi_index,usd_inr,138,0.9691963914273991,0.9691963914273991
world_copper_mine_production_ton,chile_copper_fuel_consumption_tj,108,0.9691113318307936,0.9691113318307936
turkey_ppi_nonferrous_metal_ores_index,rest_of_world_ev_stock_units,132,0.9688370276575621,0.9688370276575621
turkey_usd_try_monthly_average,global_ev_sales_share_percent,132,0.968159391756698,0.968159391756698
usa_sp500,global_wind_capacity_mw,132,0.968143725265827,0.968143725265827
icsg_refined_usage_ton,rest_of_world_ev_stock_units,84,0.9680845251011139,0.9680845251011139
euro_area_hicp,usa_ev_stock_units,132,0.9678472349907284,0.9678472349907284
turkey_ppi_wire_cable_index,icsg_refined_production_ton,92,0.9678272075845887,0.9678272075845887
turkey_ppi_nonferrous_metals_index,japan_nikkei225,140,0.9676951920588991,0.9676951920588991
turkey_cpi_index,china_ev_sales_units,132,0.9676851670830041,0.9676851670830041
us_ppi,euro_area_copper_production_ppi,138,0.9676686755140497,0.9676686755140497
turkey_ppi_wire_cable_index,global_renewable_capacity_mw,132,0.9675725566505614,0.9675725566505614
india_nifty50,china_ev_sales_units,132,0.9674452216304052,0.9674452216304052
turkey_cpi_index,world_copper_refinery_production_ton,96,0.9672704576309449,0.9672704576309449
hong_kong_hang_seng_zijin_mining,uk_ftse100_antofagasta,140,0.9672453173498268,0.9672453173498268
chile_copper_fuel_consumption_tj,chile_copper_total_energy_consumption_tj,120,0.9672128805065114,0.9672128805065114
turkey_ppi_motor_vehicles_index,turkey_ppi_nonferrous_metals_index,140,0.9671958290725675,0.9671958290725675
turkey_ppi_nonferrous_metal_ores_index,turkey_ppi_wire_cable_index,140,0.9671860191658572,0.9671860191658572
usd_inr,global_wind_capacity_mw,132,0.9671072852210668,0.9671072852210668
canada_tsx_composite,germany_dax,140,0.9670590490606688,0.9670590490606688
europe_ev_sales_units,global_renewable_capacity_mw,132,0.9670131416453346,0.9670131416453346
icsg_refined_usage_ton,global_wind_capacity_mw,84,0.9670009843335707,0.9670009843335707
japan_cpi,icsg_refined_usage_ton,91,0.9669456430501232,0.9669456430501232
euro_area_hicp,india_nifty50,139,0.9668365502099048,0.9668365502099048
japan_ppi,icsg_refined_usage_ton,91,0.9668150575970829,0.9668150575970829
usa_sp500,global_renewable_capacity_mw,132,0.9666747092411987,0.9666747092411987
euro_area_hicp,global_renewable_capacity_mw,132,0.9666114197887443,0.9666114197887443
turkey_ppi_household_appliances_index,turkey_ppi_metal_ores_index,140,0.9665970275047981,0.9665970275047981
turkey_bist100,china_ev_stock_units,132,0.966563196056281,0.966563196056281
turkey_ppi_metal_ores_index,global_ev_stock_units,132,0.9661028679126307,0.9661028679126307
turkey_eur_try_monthly_average,turkey_ppi_nonferrous_metals_index,140,0.9660223994651465,0.9660223994651465
turkey_bist100,usa_ev_stock_units,132,0.9658462784721636,0.9658462784721636
chile_sulfuric_acid_production_ton,peru_mining_employment,60,-0.9657997427126034,0.9657997427126034
euro_area_hicp,chile_copper_fuel_consumption_tj,120,0.9657688964679721,0.9657688964679721
turkey_bist100,icsg_refined_production_ton,92,0.9657021932969431,0.9657021932969431
turkey_bist100,global_ev_stock_units,132,0.9656186224470251,0.9656186224470251
india_nifty50,icsg_mine_production_ton,92,0.9655751247849921,0.9655751247849921
us_cpi_index,icsg_refined_usage_ton,90,0.9655711231927991,0.9655711231927991
chile_copper_fuel_consumption_tj,europe_ev_stock_units,120,0.9654625380110629,0.9654625380110629
germany_dax,usa_sp500,140,0.965449987500415,0.965449987500415
turkey_bist100,rest_of_world_ev_sales_units,132,0.9654018722267396,0.9654018722267396
chile_copper_total_energy_consumption_tj,global_solar_capacity_mw,120,0.9652820093787304,0.9652820093787304
india_nifty50,world_copper_mine_production_ton,120,0.9650641328878101,0.9650641328878101
turkey_ppi_metal_ores_index,hong_kong_hang_seng_zijin_mining,140,0.964968578834154,0.964968578834154
turkey_bist100,china_ev_sales_units,132,0.9649497572088964,0.9649497572088964
turkey_domestic_ppi_index,turkey_ppi_metal_ores_index,140,0.9648587189708704,0.9648587189708704
world_copper_mine_production_ton,global_renewable_capacity_mw,120,0.964804440855672,0.964804440855672
icsg_refined_production_ton,global_wind_capacity_mw,84,0.964795450099206,0.964795450099206
turkey_ppi_wire_cable_index,global_ev_sales_share_percent,132,0.964758080780377,0.964758080780377
turkey_ppi_basic_metals_index,world_copper_refinery_production_ton,96,0.9646972271452179,0.9646972271452179
peru_bvl_general,usa_sp500_southern_copper,139,0.9646506522865674,0.9646506522865674
turkey_cpi_index,icsg_refined_usage_ton,92,0.9646235390635676,0.9646235390635676
turkey_ppi_nonferrous_metal_ores_index,hong_kong_hang_seng_zijin_mining,140,0.964569918679103,0.964569918679103
india_nifty50,usa_sp500,140,0.9645251999017618,0.9645251999017618
japan_ppi,turkey_eur_try_monthly_average,139,0.9644434566549551,0.9644434566549551
world_copper_mine_production_ton,europe_ev_sales_units,120,0.9642704137575306,0.9642704137575306
icsg_mine_production_ton,icsg_refined_production_ton,80,0.9642640953940438,0.9642640953940438
us_cpi_index,turkey_usd_try_monthly_average,138,0.9642405361750027,0.9642405361750027
india_nifty50,usa_dow_jones,140,0.9642382851396794,0.9642382851396794
europe_ev_sales_units,global_ev_sales_units,132,0.9642263663921504,0.9642263663921504
japan_cpi,world_copper_refinery_production_ton,96,0.964195120968405,0.964195120968405
turkey_ppi_electrical_equipment_index,global_renewable_capacity_mw,132,0.9641941925974383,0.9641941925974383
euro_area_hicp,turkey_domestic_ppi_index,139,0.9641439897072478,0.9641439897072478
japan_cpi,europe_ev_stock_units,132,0.9640687093571069,0.9640687093571069
china_refined_copper_production_ton,global_renewable_capacity_mw,111,0.963985223535617,0.963985223535617
source_value_10000_ton,global_renewable_capacity_mw,111,0.9639852235356169,0.9639852235356169
euro_area_hicp,turkey_eur_try_monthly_average,139,0.9639700263076423,0.9639700263076423
usa_dow_jones,global_wind_capacity_mw,132,0.9639377092871118,0.9639377092871118
turkey_ppi_basic_metals_index,rest_of_world_ev_stock_units,132,0.9638001312353726,0.9638001312353726
turkey_ppi_metal_ores_index,turkey_ppi_motor_vehicles_index,140,0.9637621148099749,0.9637621148099749
japan_cpi,global_ev_sales_units,132,0.9634811813290007,0.9634811813290007
china_ev_sales_units,global_wind_capacity_mw,132,0.9634733106415061,0.9634733106415061
euro_area_hicp,global_wind_capacity_mw,132,0.9634248537393795,0.9634248537393795
turkey_ppi_metal_ores_index,canada_tsx_composite,140,0.9633714648788608,0.9633714648788608
india_nifty50,global_solar_capacity_mw,132,0.9633374960240024,0.9633374960240024
turkey_ppi_nonferrous_metal_ores_index,china_ev_stock_units,132,0.9633194599074881,0.9633194599074881
shfe_pre_settlement_cny_per_ton,usa_sp500_freeport_mcmoran,128,0.963239024469403,0.963239024469403
shfe_close_cny_per_ton,usa_sp500_freeport_mcmoran,128,0.9632190031900654,0.9632190031900654
shfe_settlement_cny_per_ton,usa_sp500_freeport_mcmoran,128,0.9631900196501435,0.9631900196501435
turkey_ppi_motor_vehicles_index,global_renewable_capacity_mw,132,0.9630744850301559,0.9630744850301559
chile_copper_fuel_consumption_tj,usa_ev_sales_units,120,0.9630482368430403,0.9630482368430403
usa_dow_jones,chile_copper_total_energy_consumption_tj,120,0.9629461844384095,0.9629461844384095
japan_ppi,turkey_ppi_electrical_equipment_index,139,0.9629413235182197,0.9629413235182197
peru_mining_employment,europe_ev_sales_units,72,0.9628726267079789,0.9628726267079789
world_copper_refinery_production_ton,global_ev_sales_share_percent,96,0.962841795322087,0.962841795322087
turkey_ppi_nonferrous_metal_ores_index,rest_of_world_ev_sales_units,132,0.9627709490896529,0.9627709490896529
turkey_domestic_ppi_index,global_renewable_capacity_mw,132,0.9626436998476385,0.9626436998476385
us_cpi_index,global_solar_capacity_mw,131,0.9626109482970934,0.9626109482970934
turkey_ppi_nonferrous_metals_index,usa_ev_stock_units,132,0.9625936283616356,0.9625936283616356
india_nifty50,usa_ev_sales_units,132,0.9625494078305752,0.9625494078305752
us_cpi_index,usa_ev_stock_units,131,0.9625132069759554,0.9625132069759554
euro_area_hicp,usd_inr,139,0.9623847581162326,0.9623847581162326
japan_ppi,turkey_ppi_wire_cable_index,139,0.9623067058393676,0.9623067058393676
shfe_settlement_cny_per_ton,usa_dow_jones,128,0.962129937288778,0.962129937288778
shfe_close_cny_per_ton,usa_dow_jones,128,0.962116743680609,0.962116743680609
shfe_pre_settlement_cny_per_ton,usa_dow_jones,128,0.9620595375952876,0.9620595375952876
turkey_ppi_metal_ores_index,japan_nikkei225,140,0.9619965993527884,0.9619965993527884
icsg_mine_production_ton,global_renewable_capacity_mw,84,0.961983077786581,0.961983077786581
turkey_eur_try_monthly_average,global_ev_sales_share_percent,132,0.9619437147896759,0.9619437147896759
turkey_ppi_basic_metals_index,india_nifty50,140,0.9618750077378451,0.9618750077378451
canada_tsx_composite_lundin_mining,usa_sp500_southern_copper,140,0.9618467231532527,0.9618467231532527
japan_cpi,global_renewable_capacity_mw,132,0.961844938192893,0.961844938192893
turkey_ppi_nonferrous_metals_index,global_solar_capacity_mw,132,0.9617966019577407,0.9617966019577407
australia_asx200,india_nifty50,140,0.9617529265379678,0.9617529265379678
turkey_ppi_nonferrous_metals_index,hong_kong_hang_seng_zijin_mining,140,0.9617431319607,0.9617431319607
global_ev_stock_units,global_wind_capacity_mw,132,0.9616116003589995,0.9616116003589995
canada_tsx_composite,usa_nasdaq_composite,140,0.9615978168944086,0.9615978168944086
turkey_eur_try_monthly_average,turkey_ppi_metal_ores_index,140,0.9615970284597248,0.9615970284597248
chile_sulfuric_acid_import_ton,chile_sulfuric_acid_production_ton,120,-0.9613397561736304,0.9613397561736304
euro_area_hicp,japan_cpi,139,0.9613316250223056,0.9613316250223056
japan_cpi,japan_ppi,139,0.9612815795701052,0.9612815795701052
silver_usd_per_troy_ounce,canada_tsx_composite_lundin_mining,139,0.9612041107276496,0.9612041107276496
shfe_close_cny_per_ton,canada_tsx_composite_capstone_copper,128,0.9611010982926608,0.9611010982926608
shfe_settlement_cny_per_ton,canada_tsx_composite_capstone_copper,128,0.9609976793991427,0.9609976793991427
canada_tsx_composite,usa_sp500_southern_copper,140,0.9609901628737418,0.9609901628737418
euro_area_hicp,global_solar_capacity_mw,132,0.9609896476320461,0.9609896476320461
turkey_domestic_ppi_index,global_ev_sales_share_percent,132,0.960846161686052,0.960846161686052
shfe_pre_settlement_cny_per_ton,canada_tsx_composite_capstone_copper,128,0.9607702001794531,0.9607702001794531
gold_usd_per_troy_ounce,canada_tsx_composite,139,0.9606306286250446,0.9606306286250446
turkey_ppi_nonferrous_metal_ores_index,canada_tsx_composite,140,0.9605143881338016,0.9605143881338016
canada_tsx_composite,uk_ftse100_antofagasta,140,0.9602617302935199,0.9602617302935199
china_ev_stock_units,global_ev_sales_share_percent,132,0.9601509281425255,0.9601509281425255
euro_area_hicp,icsg_refined_usage_ton,91,0.9600979937775959,0.9600979937775959
turkey_usd_try_monthly_average,icsg_mine_production_ton,92,0.9600803000527759,0.9600803000527759
chile_copper_fuel_consumption_tj,global_ev_sales_units,120,0.9600633212893738,0.9600633212893738
shfe_settlement_cny_per_ton,usa_sp500,128,0.9599822802206589,0.9599822802206589
shfe_close_cny_per_ton,usa_sp500,128,0.9599763581835822,0.9599763581835822
chile_copper_fuel_consumption_tj,global_ev_sales_share_percent,120,0.9598906226369602,0.9598906226369602
china_refined_copper_production_ton,global_solar_capacity_mw,111,0.9598643334933935,0.9598643334933935
source_value_10000_ton,global_solar_capacity_mw,111,0.9598643334933933,0.9598643334933933
shfe_pre_settlement_cny_per_ton,usa_sp500,128,0.9598063861404791,0.9598063861404791
china_refined_copper_production_ton,world_copper_refinery_production_ton,80,0.9597942456533414,0.9597942456533414
source_value_10000_ton,world_copper_refinery_production_ton,80,0.959794245653341,0.959794245653341
japan_ppi,turkey_ppi_household_appliances_index,139,0.9597348773463333,0.9597348773463333
india_nifty50,usa_ev_stock_units,132,0.9596943038299257,0.9596943038299257
euro_area_hicp,global_ev_stock_units,132,0.9595098729694919,0.9595098729694919
turkey_ppi_household_appliances_index,global_renewable_capacity_mw,132,0.9593645692905435,0.9593645692905435
turkey_bist100,icsg_refined_usage_ton,92,0.9591830378067019,0.9591830378067019
turkey_ppi_nonferrous_metal_ores_index,japan_nikkei225,140,0.9591286398152988,0.9591286398152988
japan_ppi,turkey_ppi_motor_vehicles_index,139,0.9588059283599871,0.9588059283599871
turkey_ppi_nonferrous_metal_ores_index,chile_ipsa,140,0.958761449191181,0.958761449191181
australia_asx200,usa_nasdaq_composite,140,0.9587239656215121,0.9587239656215121
turkey_cpi_index,germany_dax,140,0.9586149054101039,0.9586149054101039
china_refined_copper_production_ton,usa_ev_stock_units,111,0.958584802452767,0.958584802452767
source_value_10000_ton,usa_ev_stock_units,111,0.9585848024527667,0.9585848024527667
japan_ppi,usa_ev_stock_units,132,0.9585098432217883,0.9585098432217883
chile_ipsa,peru_bvl_general,139,0.9583861749082281,0.9583861749082281
global_wind_capacity_mw,usa_ev_sales_units,132,0.9581885022915951,0.9581885022915951
chile_ipsa,uk_ftse100,140,0.9581598871322489,0.9581598871322489
china_refined_copper_production_ton,global_wind_capacity_mw,111,0.9581480593223087,0.9581480593223087
source_value_10000_ton,global_wind_capacity_mw,111,0.9581480593223083,0.9581480593223083
us_cpi_index,chile_copper_total_energy_consumption_tj,120,0.9580818573291489,0.9580818573291489
turkey_ppi_wire_cable_index,japan_nikkei225,140,0.958006727284433,0.958006727284433
turkey_bist100,rest_of_world_ev_stock_units,132,0.9578952429109354,0.9578952429109354
world_copper_mine_production_ton,usa_ev_stock_units,120,0.9578288912365136,0.9578288912365136
usa_sp500,canada_tsx_composite_capstone_copper,140,0.957808541556644,0.957808541556644
turkey_ppi_basic_metals_index,global_wind_capacity_mw,132,0.9577875975145038,0.9577875975145038
turkey_cpi_index,global_ev_sales_units,132,0.9577820808773416,0.9577820808773416
world_copper_refinery_production_ton,icsg_refined_usage_ton,84,0.9577734232169354,0.9577734232169354
euro_area_hicp,turkey_ppi_electrical_equipment_index,139,0.9577587123781797,0.9577587123781797
peru_bvl_general,uk_ftse100_antofagasta,139,0.957752881994132,0.957752881994132
japan_ppi,india_nifty50,139,0.9577245250782053,0.9577245250782053
turkey_ppi_electrical_equipment_index,turkey_ppi_nonferrous_metal_ores_index,140,0.9576840773213972,0.9576840773213972
turkey_cpi_index,europe_ev_stock_units,132,0.9576567875275465,0.9576567875275465
usa_sp500,global_solar_capacity_mw,132,0.9575686807067729,0.9575686807067729
usa_ev_sales_units,usa_ev_stock_units,132,0.9574284684526939,0.9574284684526939
icsg_mine_production_ton,usa_ev_stock_units,84,0.9574192099687716,0.9574192099687716
world_copper_reserves_ton,chile_copper_fuel_consumption_tj,84,0.957329027362374,0.957329027362374
world_copper_mine_production_ton,chile_copper_total_energy_consumption_tj,108,0.9572127264145828,0.9572127264145828
germany_10y_bund_yield,usd_jpy,138,0.9571992474376176,0.9571992474376176
turkey_ppi_electrical_equipment_index,global_ev_sales_share_percent,132,0.9571527938006108,0.9571527938006108
global_ev_sales_share_percent,rest_of_world_ev_sales_units,132,0.9569751008527452,0.9569751008527452
global_renewable_capacity_mw,usa_ev_sales_units,132,0.9569716600320874,0.9569716600320874
turkey_ppi_metal_ores_index,usa_sp500_southern_copper,140,0.9567805964359993,0.9567805964359993
chile_copper_fuel_consumption_tj,global_ev_stock_units,120,0.9565778957543951,0.9565778957543951
turkey_ppi_nonferrous_metal_ores_index,usa_sp500_southern_copper,140,0.9565606741085105,0.9565606741085105
euro_area_hicp,turkey_ppi_motor_vehicles_index,139,0.95651423180535,0.95651423180535
turkey_ppi_nonferrous_metals_index,usa_sp500_southern_copper,140,0.9564531768085242,0.9564531768085242
chile_copper_electricity_consumption_tj,chile_copper_total_energy_consumption_tj,120,0.9563631965558407,0.9563631965558407
turkey_ppi_nonferrous_metal_ores_index,global_ev_stock_units,132,0.9562998563022888,0.9562998563022888
china_refined_copper_production_ton,europe_ev_stock_units,111,0.9562174526885867,0.9562174526885867
source_value_10000_ton,europe_ev_stock_units,111,0.9562174526885864,0.9562174526885864
shfe_settlement_cny_per_ton,canada_tsx_composite,128,0.9561735857989625,0.9561735857989625
usd_inr,global_renewable_capacity_mw,132,0.9561712857388797,0.9561712857388797
shfe_close_cny_per_ton,canada_tsx_composite,128,0.9561601370432761,0.9561601370432761
usa_sp500,chile_copper_total_energy_consumption_tj,120,0.9561452453923993,0.9561452453923993
turkey_ppi_metal_ores_index,chile_ipsa,140,0.956051424698465,0.956051424698465
china_refined_copper_production_ton,turkey_usd_try_monthly_average,115,0.9560169069559509,0.9560169069559509
source_value_10000_ton,turkey_usd_try_monthly_average,115,0.9560169069559508,0.9560169069559508
shfe_pre_settlement_cny_per_ton,canada_tsx_composite,128,0.9560084947948495,0.9560084947948495
japan_ppi,global_ev_stock_units,132,0.9558462905093204,0.9558462905093204
germany_dax,usa_nasdaq_composite,140,0.9557485741335385,0.9557485741335385
turkey_ppi_nonferrous_metals_index,china_ev_sales_units,132,0.9557300885442401,0.9557300885442401
us_cpi_index,turkey_eur_try_monthly_average,138,0.9556833129301519,0.9556833129301519
japan_nikkei225,hong_kong_hang_seng_zijin_mining,140,0.9555889079366703,0.9555889079366703
japan_10y_yield,turkey_cpi_index,138,0.9555522213683257,0.9555522213683257
turkey_eur_try_monthly_average,usa_sp500,140,0.9555336393483358,0.9555336393483358
turkey_ppi_basic_metals_index,usa_sp500,140,0.9553591422271047,0.9553591422271047
turkey_ppi_metal_ores_index,usa_ev_stock_units,132,0.9553570028960382,0.9553570028960382
usd_idr,usd_inr,139,0.9550715408557416,0.9550715408557416
turkey_ppi_nonferrous_metals_index,world_copper_refinery_production_ton,96,0.9549478390801555,0.9549478390801555
turkey_ppi_nonferrous_metals_index,turkey_bist100,140,0.9549312449408517,0.9549312449408517
china_refined_copper_production_ton,turkey_eur_try_monthly_average,115,0.9547989521824998,0.9547989521824998
source_value_10000_ton,turkey_eur_try_monthly_average,115,0.9547989521824991,0.9547989521824991
japan_nikkei225,peru_bvl_general,139,0.9547941971821013,0.9547941971821013
india_nifty50,europe_ev_sales_units,132,0.954656171704344,0.954656171704344
turkey_ppi_household_appliances_index,turkey_ppi_nonferrous_metal_ores_index,140,0.9546132330180264,0.9546132330180264
euro_area_hicp,turkey_ppi_household_appliances_index,139,0.9546000276681618,0.9546000276681618
icsg_mine_production_ton,global_ev_stock_units,84,0.9545891323365081,0.9545891323365081
japan_nikkei225,usa_sp500,140,0.9545862162043884,0.9545862162043884
icsg_mine_production_ton,chile_concentrator_electricity_mj_per_ton,72,0.9545214721756233,0.9545214721756233
canada_tsx_composite,canada_tsx_composite_capstone_copper,140,0.9544490425806887,0.9544490425806887
usa_dow_jones,global_renewable_capacity_mw,132,0.9543612152056211,0.9543612152056211
turkey_eur_try_monthly_average,germany_dax,140,0.9543049157535684,0.9543049157535684
turkey_ppi_metal_ores_index,global_solar_capacity_mw,132,0.9542147864018147,0.9542147864018147
turkey_usd_try_monthly_average,india_nifty50,140,0.95418907913504,0.95418907913504
japan_cpi,turkey_ppi_nonferrous_metals_index,139,0.9541553135497671,0.9541553135497671
fed_interest_rate,us_2y_yield,140,0.9540524247928966,0.9540524247928966
turkey_ppi_nonferrous_metals_index,turkey_usd_try_monthly_average,140,0.9540384573707049,0.9540384573707049
usd_inr,europe_ev_sales_units,132,0.953985300092158,0.953985300092158
turkey_ppi_nonferrous_metal_ores_index,peru_bvl_general,139,0.9539767201780333,0.9539767201780333
usd_inr,world_copper_mine_production_ton,120,0.9538032381777745,0.9538032381777745
euro_area_hicp,turkey_ppi_wire_cable_index,139,0.9535584439266951,0.9535584439266951
silver_usd_per_troy_ounce,usa_nyse_hecla_mining,139,0.9534638954521176,0.9534638954521176
shfe_close_cny_per_ton,usa_nasdaq_composite,128,0.9533816117842617,0.9533816117842617
shfe_settlement_cny_per_ton,usa_nasdaq_composite,128,0.9533662092301622,0.9533662092301622
